ngram	t	p	p corrected	#members	meanM	StdevM	#nonMembers	meanN	StDevN
teaching	0.613923682	0.546539442	2.04E+04	20	48.6	19.96681457	37291	45.85830361	19.51193794
conversations	0.620403749	0.546587142	2.04E+04	13	49.46153846	20.93089974	37299	45.85943323	19.51222581
candy	0.657480058	0.54677397	2.04E+04	5	51.8	20.20396001	37306	45.85897711	19.5120788
sleep	0.603354668	0.546781317	2.04E+04	265	46.49433962	17.14490841	37062	45.85594409	19.52774366
stress	0.603977063	0.546781658	2.04E+04	148	46.77702703	18.50163477	37165	45.85645096	19.51561003
research	0.624489176	0.547796354	2.04E+04	10	49	15.90248059	37301	45.8589314	19.51299814
grow	-0.61280525	0.548102681	2.05E+04	18	43.72222222	14.7998631	37293	45.86080498	19.51410766
related	0.67383347	0.548683081	2.05E+04	4	54.25	24.90481881	37307	45.85887367	19.51158847
dreams	-0.609818311	0.549199916	2.05E+04	20	43	20.97868593	37291	45.86130702	19.51138777
trust	0.614917452	0.549212989	2.05E+04	14	48.85714286	18.24136104	37297	45.85864815	19.5126176
turn	-0.619625528	0.549353628	2.05E+04	11	42.09090909	20.17649397	37300	45.86088472	19.511987
leather	-0.634040166	0.549430729	2.05E+04	7	42.57142857	13.72172417	37304	45.86039031	19.51301665
tonight	0.602141666	0.549546707	2.05E+04	56	47.41071429	19.2889764	37255	45.85744195	19.51251047
very	-0.59861917	0.549688592	2.05E+04	503	45.37574553	18.20621058	36838	45.86549215	19.52979068
news	-0.607098544	0.549725067	2.05E+04	24	43.41666667	19.72179696	37288	45.86142995	19.51179216
driveway	0.624043957	0.54996741	2.05E+04	9	50	19.90602924	37302	45.85877433	19.51208418
toys	-0.670941349	0.550285249	2.05E+04	4	39.25	19.7040605	37307	45.86048195	19.51213994
breathing	0.605733716	0.550372836	2.05E+04	25	48.8	24.26073645	37289	45.86025369	19.51004999
went	-0.597617297	0.550483705	2.05E+04	342	45.2748538	18.24918459	36976	45.86769797	19.52490255
rose	-0.611763307	0.550495639	2.05E+04	15	42	24.442352	37296	45.86132561	19.51003728
apologized	0.619388864	0.551010924	2.06E+04	10	50.8	25.2269697	37301	45.85844884	19.5105269
watching	-0.598566875	0.55150187	2.06E+04	67	44.55223881	17.90233063	37245	45.86277353	19.51507052
awake	0.625358305	0.551562883	2.06E+04	8	50.5	20.98979344	37303	45.85877811	19.51186936
gifts	-0.602406905	0.552543291	2.06E+04	25	43.8	17.10019493	37286	45.86115432	19.51365916
bills	-0.596057874	0.552789789	2.06E+04	82	44.69512195	17.71425389	37231	45.86269507	19.51593775
eggs	-0.615000926	0.553778528	2.07E+04	10	41.1	24.478789	37301	45.8610493	19.51076888
ordered	0.633257148	0.554384418	2.07E+04	6	50.33333333	17.30510522	37305	45.85905375	19.51247209
earlier	0.597008226	0.555128455	2.07E+04	30	48.16666667	21.17429042	37281	45.8579169	19.51081767
compliments	-0.612247585	0.555516435	2.07E+04	10	42.1	19.42192347	37301	45.86078121	19.5122001
career	0.594292596	0.555740809	2.07E+04	40	47.65	19.05128033	37272	45.85882164	19.51330021
depression	0.611539642	0.555967748	2.07E+04	10	50.7	25.03353307	37301	45.85847564	19.51059374
cool	-0.592587466	0.556174866	2.08E+04	50	44.24	19.34072577	37261	45.86194681	19.51240976
their	0.588646364	0.556744833	2.08E+04	204	46.6127451	18.30965274	37119	45.85578814	19.51648205
choices	-0.602736573	0.557894506	2.08E+04	13	42.76923077	18.49393525	37299	45.86144401	19.51258439
final	-0.619297045	0.5584614	2.08E+04	7	43.28571429	10.99567014	37304	45.86025627	19.51331449
tom	0.594573061	0.558787823	2.08E+04	21	48.28571429	18.69797544	37291	45.85897402	19.51266364
form	0.609714206	0.558936147	2.09E+04	9	47.88888889	9.980536614	37303	45.85952872	19.51359076
listen	-0.586844964	0.559939311	2.09E+04	51	44.43137255	17.38419386	37262	45.8611454	19.51474025
passing	0.600963139	0.560037366	2.09E+04	12	49.5	20.98700897	37299	45.85860211	19.51171483
clear	-0.595855189	0.560146495	2.09E+04	16	43.3125	17.10250956	37295	45.86086607	19.51311349
cute	-0.586491127	0.560286197	2.09E+04	49	44.26530612	19.04246954	37262	45.86187	19.51278762
ed	-0.615039203	0.561107372	2.09E+04	7	41.14285714	20.29309054	37304	45.86065837	19.51204038
cuddled	-0.63229047	0.561527908	2.10E+04	5	40	20.72438178	37306	45.86055862	19.51202354
take	0.581105413	0.561775224	2.10E+04	214	46.56074766	17.65271532	37104	45.85705045	19.52172506
blanket	-0.631595075	0.561937207	2.10E+04	5	40.6	18.62256696	37306	45.86047821	19.51227368
fixing	0.595960153	0.562266241	2.10E+04	13	48.92307692	18.53582809	37298	45.85870556	19.51249795
four	-0.592604906	0.56226847	2.10E+04	16	42.375	23.52835169	37295	45.86126827	19.5103603
responded	-0.607978668	0.562392809	2.10E+04	8	41.375	20.86649741	37303	45.86073506	19.51190198
minute	-0.598610275	0.5627326	2.10E+04	11	43.18181818	14.83791213	37300	45.860563	19.51332435
serious	0.603151208	0.563089048	2.10E+04	9	48.11111111	11.19647762	37302	45.85923007	19.51364755
lab	0.594648577	0.563114137	2.10E+04	13	48.84615385	18.11006237	37298	45.85873237	19.51263074
housemates	0.60635319	0.563409889	2.10E+04	8	49.75	18.14819944	37303	45.85893896	19.51243933
hardworking	-0.618248994	0.563478493	2.10E+04	6	39.16666667	26.52106081	37305	45.86084975	19.51098265
father	-0.579704135	0.563940403	2.10E+04	72	44.66666667	17.47674511	37243	45.86209489	19.51505797
x	0.627630187	0.564290172	2.11E+04	5	53.4	26.86633581	37306	45.85876267	19.51114303
creative	-0.579341829	0.565241423	2.11E+04	46	44.08695652	20.7630292	37267	45.86148603	19.51051097
neighbor	0.587290343	0.565739132	2.11E+04	16	49.125	22.24072841	37296	45.85901973	19.51112293
another	0.575950754	0.56596101	2.11E+04	99	46.92929293	18.4983466	37212	45.85692787	19.51479807
participate	0.606810464	0.566204361	2.11E+04	7	49.85714286	17.43013264	37304	45.85902316	19.51251567
handsome	0.611898732	0.567352484	2.12E+04	6	52.66666667	27.25191125	37305	45.85867846	19.51084133
teeth	-0.604268933	0.567782716	2.12E+04	7	42.28571429	15.64943328	37304	45.86044392	19.51277386
nights	-0.575629462	0.568439331	2.12E+04	37	44.05405405	19.09034943	37274	45.8615657	19.51259557
across	0.585547149	0.569020544	2.12E+04	13	48.92307692	18.86558391	37298	45.85870556	19.51239627
joe	-0.580327969	0.569298607	2.12E+04	18	43.33333333	18.47414728	37293	45.86099268	19.51265715
panic	-0.590976576	0.570843767	2.13E+04	9	42	19.59591794	37302	45.86070452	19.51216538
kisses	0.572063942	0.57103145	2.13E+04	35	47.4	15.93220933	37276	45.85832707	19.51518408
grand	-0.574927915	0.57144186	2.13E+04	22	43.45454545	19.6340988	37291	45.86189697	19.51203105
visited	-0.576644503	0.572192744	2.13E+04	17	43.64705882	15.82301005	37294	45.8607819	19.51365141
crisp	0.603032827	0.572789085	2.14E+04	6	52.66666667	27.65260687	37305	45.85867846	19.51076576
decided	-0.570546234	0.573016721	2.14E+04	28	43.96428571	17.58467797	37283	45.86119679	19.51353328
science	0.590650117	0.573315073	2.14E+04	8	50.125	20.42713531	37303	45.85885854	19.51199978
boy	-0.568142684	0.573893579	2.14E+04	33	44.24242424	16.3573957	37278	45.861205	19.51470527
doing	-0.562985633	0.574016512	2.14E+04	218	45.2293578	16.56915853	37099	45.863716	19.52706433
warmer	-0.578681912	0.57445397	2.14E+04	12	42.58333333	19.61659007	37299	45.86082737	19.51215611
drs	-0.587944232	0.575031709	2.15E+04	8	41.625	20.37461656	37303	45.86068145	19.51201151
chatting	0.575171101	0.576739399	2.15E+04	12	48.41666667	15.40046241	37299	45.85895064	19.51330644
feeding	0.589793691	0.576840318	2.15E+04	7	50	18.57417562	37304	45.85899635	19.51234031
appointments	0.58956813	0.576983163	2.15E+04	7	50.28571429	19.8638221	37304	45.85894274	19.51212422
lying	-0.576487714	0.57702377	2.15E+04	11	42.27272727	20.64020789	37300	45.8608311	19.51186708
mountain	-0.659290732	0.577447905	2.15E+04	3	41	12.76714533	37308	45.86016404	19.51252592
possible	0.565520242	0.578001015	2.16E+04	21	48	17.34646938	37290	45.85856798	19.51330648
unconditionally	-0.558948205	0.579557932	2.16E+04	38	44.07894737	19.65015863	37273	45.86158882	19.51205519
cd	0.655047634	0.579701189	2.16E+04	3	54.66666667	23.2880513	37308	45.85906508	19.51189365
second	-0.558836242	0.580157072	2.16E+04	33	43.90909091	20.0614114	37278	45.86150008	19.51171105
case	0.569755036	0.58028262	2.17E+04	12	48.5	16.05388653	37299	45.85892383	19.51314755
sunny	0.555343267	0.580558895	2.17E+04	66	47.13636364	18.68926995	37246	45.8575686	19.51334856
making	0.552268129	0.58140234	2.17E+04	192	46.56770833	17.75946319	37125	45.85767003	19.52056809
idea	-0.560814068	0.581470541	2.17E+04	20	43.55	18.42331189	37291	45.86101204	19.51274149
fb	0.557134303	0.582194475	2.17E+04	27	48.07407407	20.66011752	37284	45.85816972	19.5113604
young	-0.556910362	0.582344933	2.17E+04	27	43.7037037	20.12807992	37285	45.86171383	19.51162866
joy	-0.55321795	0.582478761	2.17E+04	53	44.32075472	20.27292016	37259	45.86231515	19.51096354
windows	0.564419352	0.58285903	2.17E+04	13	49.15384615	21.04695605	37298	45.85862513	19.51166534
hugging	0.565642848	0.58298066	2.18E+04	12	48.58333333	16.68128147	37299	45.85889702	19.51298865
husbandmy	0.59638583	0.583023662	2.18E+04	5	52.2	23.77393531	37306	45.8589235	19.51163054
snuggling	0.553732362	0.583085935	2.18E+04	38	47.55263158	18.85463219	37273	45.85804738	19.51284238
slow	0.566643757	0.583444229	2.18E+04	11	49.72727273	22.64107289	37300	45.85863271	19.5112563
finances	0.559047752	0.583857351	2.18E+04	17	47.82352941	14.48376373	37294	45.8588781	19.51410975
accomplished	-0.554811828	0.58394708	2.18E+04	26	43.69230769	19.92740672	37285	45.8612847	19.51191016
tony	-0.577038191	0.584887269	2.18E+04	7	42.28571429	16.38814903	37304	45.86044392	19.51267632
mark	0.553188163	0.586578761	2.19E+04	20	48.3	19.72201548	37293	45.85981283	19.51243295
employment	0.561463491	0.586827373	2.19E+04	11	48.09090909	13.17918469	37300	45.85911528	19.51366019
isnt	-0.551846883	0.586873693	2.19E+04	22	43.13636364	23.15639468	37289	45.86138003	19.50991919
hat	-0.580153835	0.586961108	2.19E+04	6	42	16.29723903	37305	45.86039405	19.5126095
liked	0.547202473	0.587197166	2.19E+04	42	47.28571429	16.89174385	37270	45.85838476	19.51468964
whole	0.543895725	0.588830269	2.20E+04	53	47.22641509	18.29737424	37259	45.85831611	19.51381458
studies	0.558170266	0.588998885	2.20E+04	11	49.18181818	19.74243238	37300	45.85879357	19.51212999
lucky	-0.547167541	0.589526186	2.20E+04	24	43.83333333	18.14834204	37287	45.86107759	19.51301964
sink	-0.569217282	0.589860583	2.20E+04	7	40.85714286	23.25531173	37304	45.86071199	19.51149532
creativity	-0.564571245	0.589985426	2.20E+04	8	40.875	24.97677493	37303	45.86084229	19.51096981
pants	-0.558346853	0.590217635	2.20E+04	10	42.6	18.46438012	37301	45.86064717	19.51244852
dating	0.560045241	0.590774451	2.20E+04	9	49.55555556	19.79969136	37302	45.85888156	19.51212892
wait	-0.552231521	0.59092133	2.20E+04	13	42.53846154	21.68953428	37298	45.86093088	19.51143731
jake	-0.563082847	0.590939627	2.20E+04	8	42.5	16.87771142	37303	45.86049379	19.51267445
stopping	0.598635887	0.59158221	2.21E+04	4	49.75	12.99679448	37307	45.85935615	19.51267037
letter	0.54779383	0.592449203	2.21E+04	15	48	15.13274595	37296	45.85891248	19.51368772
swim	-0.580542866	0.592677267	2.21E+04	5	40.4	21.0309296	37306	45.86050501	19.51200392
roads	0.559219786	0.593432891	2.21E+04	8	49	15.88350447	37303	45.8590998	19.51283892
interacting	-0.569692821	0.593515167	2.21E+04	6	42.16666667	15.87975651	37305	45.86036724	19.51266082
death	0.542573803	0.59372169	2.22E+04	20	47.85	16.40691446	37291	45.85870585	19.51367731
how	-0.533866785	0.593764961	2.22E+04	351	45.35612536	17.76420834	36987	45.86522292	19.52710206
jared	-0.558546209	0.593871679	2.22E+04	8	42.125	18.91664044	37304	45.86100686	19.51222628
toward	0.552204562	0.594246646	2.22E+04	10	49.3	19.70363757	37301	45.85885097	19.51214776
scheduled	-0.55576459	0.595676405	2.22E+04	8	40.375	27.91792819	37303	45.86094952	19.51019287
safely	0.536573065	0.595949614	2.22E+04	28	47.78571429	18.99972152	37283	45.85832685	19.51257037
anxious	-0.548440194	0.596721386	2.23E+04	10	42.7	18.22117206	37301	45.86062036	19.5125081
meet	0.532036915	0.597432057	2.23E+04	44	47.38636364	19.04366575	37267	45.85797086	19.51273911
sandy	-0.588686987	0.597450372	2.23E+04	4	39.75	20.75853238	37307	45.86042834	19.51206949
yummy	0.541395663	0.598130077	2.23E+04	13	48	14.2536545	37298	45.85902729	19.51369844
distance	0.541105819	0.598331547	2.23E+04	13	49.30769231	22.9796454	37298	45.85857151	19.51095451
accept	0.537640033	0.598702127	2.23E+04	16	48	15.92482339	37295	45.85885507	19.51353533
workshop	0.560360407	0.599404299	2.24E+04	6	50.5	20.28546278	37305	45.85902694	19.51208104
application	-0.546326191	0.599733905	2.24E+04	9	42.66666667	17.53567792	37302	45.86054367	19.51261488
dishwasher	-0.537978877	0.600410938	2.24E+04	13	44	12.4632794	37298	45.86042147	19.5141028
realize	0.542257554	0.60080272	2.24E+04	10	49.8	22.98211865	37301	45.85871692	19.51125711
mind	-0.525563221	0.601509292	2.24E+04	51	44.33333333	20.75732802	37260	45.86186259	19.51046945
equipment	-0.548802183	0.602940088	2.25E+04	7	42.14285714	17.92045918	37304	45.86047073	19.51245463
giving	-0.521874783	0.603047939	2.25E+04	90	44.76666667	19.89582419	37221	45.86241638	19.5112751
field	0.529676024	0.603175453	2.25E+04	18	47.77777778	15.36441862	37293	45.8588475	19.51391977
april	-0.553358032	0.603844483	2.25E+04	6	40.5	23.72972819	37306	45.86101431	19.5114065
meaningful	0.538712329	0.60474199	2.26E+04	9	49.77777778	21.82187995	37302	45.85882794	19.51165588
keep	-0.519418714	0.604898326	2.26E+04	81	44.55555556	22.67211944	37232	45.86508917	19.50724626
les	0.53345126	0.605367792	2.26E+04	11	49.09090909	20.09206085	37300	45.85882038	19.51203881
run	0.519088962	0.60581408	2.26E+04	55	47.29090909	20.47552534	37259	45.85678628	19.51037347
period	0.525543912	0.607417161	2.27E+04	15	47.8	14.2988511	37296	45.85899292	19.5139322
nephews	-0.527174902	0.607675701	2.27E+04	13	42.61538462	22.19436288	37298	45.86090407	19.51125917
karen	-0.534232363	0.607696197	2.27E+04	9	42.33333333	19.80530232	37302	45.8606241	19.51213526
dealt	0.530455152	0.608629803	2.27E+04	10	50.1	25.28262469	37301	45.8586365	19.51055368
conference	0.531899561	0.609232589	2.27E+04	9	48.44444444	14.57833248	37302	45.85914964	19.51315856
behavior	-0.552023282	0.610317732	2.28E+04	5	40	23.73815494	37306	45.86055862	19.51165535
boss	0.51093799	0.610586373	2.28E+04	95	46.88421053	19.55454083	37218	45.85783761	19.51208514
strength	0.516650331	0.611060422	2.28E+04	21	48.14285714	20.2565686	37290	45.85848753	19.5117934
companion	0.536155986	0.611129194	2.28E+04	7	50.14285714	21.13786942	37304	45.85896955	19.5119149
anyone	-0.515396463	0.612213004	2.28E+04	20	43.85	17.4424618	37291	45.86085114	19.5132186
figure	0.517345322	0.612983933	2.29E+04	15	48.2	17.52223078	37296	45.85883205	19.51292795
un	0.513421396	0.613007119	2.29E+04	22	47.63636364	16.23208303	37291	45.85881312	19.51429374
ability	0.506132059	0.613968869	2.29E+04	93	46.90322581	19.91343468	37219	45.85684731	19.51103839
reading	-0.506174588	0.614953516	2.29E+04	51	44.37254902	20.99901025	37260	45.86180891	19.51012654
notes	0.514399609	0.614986625	2.29E+04	15	47.93333333	15.61348623	37296	45.8589393	19.51354845
everyone	0.504952678	0.614990399	2.29E+04	80	46.85	17.55144338	37232	45.85781049	19.51593657
skin	-0.523181162	0.615019639	2.29E+04	9	42.33333333	20.22374842	37302	45.8606241	19.51204321
laptop	-0.508324226	0.615200719	2.30E+04	29	44.13793103	18.24187517	37284	45.86061045	19.51315743
goal	-0.514738401	0.6153682	2.30E+04	14	43.28571429	18.71415989	37297	45.86073947	19.51248423
welcomed	-0.55809367	0.61570997	2.30E+04	4	41.75	14.72809107	37307	45.8602139	19.51256663
loyal	0.517951877	0.615749577	2.30E+04	11	48.81818182	18.9463357	37300	45.8589008	19.51235886
yrs	0.542603475	0.616217583	2.30E+04	5	53.2	30.25227264	37306	45.85878947	19.51062183
sun	0.501344641	0.616944285	2.30E+04	135	46.63703704	18.04083569	37181	45.85694306	19.51693523
important	0.502994598	0.617470799	2.30E+04	45	47.33333333	19.66422686	37266	45.85799388	19.5120281
tell	-0.503161391	0.618781086	2.31E+04	29	43.86206897	21.39045872	37282	45.86132718	19.51071731
using	0.505974544	0.619008057	2.31E+04	19	48	18.43607575	37293	45.85935698	19.51289348
interests	-0.515898283	0.619870334	2.31E+04	9	42.55555556	19.21660162	37302	45.86057048	19.5122709
nancy	-0.522100233	0.620293303	2.31E+04	7	43.14285714	13.76503507	37305	45.85969709	19.51309494
weekends	-0.515180618	0.620334949	2.31E+04	9	44	10.82820391	37302	45.86022197	19.51370208
from	-0.495098927	0.620635357	2.32E+04	977	45.57420676	18.51580157	36385	45.87184279	19.53971879
interaction	-0.513439897	0.621510273	2.32E+04	9	43	16.71077497	37302	45.86046325	19.51278261
inside	0.502865569	0.621905093	2.32E+04	17	48.52941176	21.89496988	37294	45.85855634	19.51110749
probably	-0.505739455	0.622192191	2.32E+04	13	43.53846154	16.55100896	37298	45.86058234	19.51310779
helpful	-0.494394134	0.622886256	2.32E+04	59	44.84745763	15.73357223	37252	45.86137657	19.51754689
kevin	-0.49956265	0.623111901	2.32E+04	20	43.8	18.44365531	37291	45.86087796	19.51274672
public	0.506761083	0.623303429	2.33E+04	11	49.18181818	21.74312849	37301	45.85919949	19.51145571
shirt	-0.507769318	0.623818478	2.33E+04	10	42.7	19.68106817	37301	45.86062036	19.51216598
easier	0.494711195	0.625118687	2.33E+04	26	47.92307692	21.27519321	37285	45.85833445	19.51096383
por	0.498504967	0.625351677	2.33E+04	16	48.1875	18.67696888	37296	45.85931467	19.51256179
finish	-0.492542703	0.625494495	2.33E+04	35	44.37142857	17.8837516	37276	45.86117073	19.51364554
house	-0.4877824	0.625944855	2.34E+04	434	45.41935484	19.00915529	36888	45.86719258	19.51712632
im	0.487289174	0.626349182	2.34E+04	354	46.32768362	18.00235967	36974	45.85881971	19.52624529
exercising	0.508601348	0.626659622	2.34E+04	8	49.625	20.94167069	37303	45.85896577	19.5119195
library	0.49980523	0.627048996	2.34E+04	12	48.08333333	15.41226391	37299	45.85905788	19.51331683
resolve	-0.516095383	0.627781626	2.34E+04	6	42.5	15.94678651	37305	45.86031363	19.51266319
bill	0.488005388	0.628345146	2.34E+04	39	47.51282051	21.17082376	37273	45.85772543	19.51027415
manage	-0.49100986	0.629035306	2.35E+04	20	43.95	17.39774638	37291	45.86079751	19.51324433
nature	-0.488338571	0.629396078	2.35E+04	27	44.22222222	17.43191885	37285	45.86123106	19.51340804
teacher	0.488129734	0.629704975	2.35E+04	26	47.57692308	17.94251505	37285	45.85857583	19.51323297
present	-0.486597849	0.629854298	2.35E+04	33	44.12121212	20.53466212	37278	45.8613123	19.51130619
walked	0.486125593	0.62990159	2.35E+04	36	47.36111111	18.53822734	37275	45.85832327	19.51311143
music	-0.483407988	0.630399146	2.35E+04	67	44.80597015	17.86077368	37246	45.86191806	19.51465665
behind	0.487167364	0.630952023	2.35E+04	23	47.73913043	18.50606139	37288	45.85861403	19.512798
julia	0.496843704	0.6311962	2.36E+04	10	48	13.62187783	37301	45.85919949	19.51345072
condition	0.493661082	0.631249712	2.36E+04	12	49.16666667	23.2098464	37299	45.85870935	19.51099144
employee	-0.501293957	0.631534805	2.36E+04	8	42.5	18.95860152	37303	45.86049379	19.51231587
words	0.488355863	0.631917561	2.36E+04	17	48.23529412	20.06093658	37294	45.85869041	19.51197083
former	0.493581634	0.633418499	2.36E+04	10	49.8	25.24898238	37301	45.85871692	19.51058106
been	0.477170258	0.633605375	2.36E+04	282	46.37943262	18.19217312	37042	45.86023973	19.52194752
ahead	0.495539512	0.635390304	2.37E+04	8	49.625	21.49376986	37303	45.85896577	19.51180683
bday	-0.512161365	0.635510668	2.37E+04	5	42	16.85229955	37306	45.86029057	19.51249009
